Producto|Tipo de producto|Referencia interna|Seccion|Categoria|Precio de venta por unidad de medida|Coste|Unidad de medida de compra|Unidad de medida de venta|Unidad de medida|Puede ser vendido|Puede ser comprado|Usado para acarreo|Notas
REPO. BOMBA DE CONCRETO|Servicio|REPO-001|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. ABRAZADERA CUNA C DN 10029332|Servicio|REPO-002|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. ABRAZADERA CUNA C DN 125 100|Servicio|REPO-003|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. ABRAZADERA FLANCHE PLANO|Servicio|REPO-004|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. BOLA GOMA BLANDA C DN-125 10002832|Servicio|REPO-005|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. BOLA GOMA DURA C DN-125 10002838|Servicio|REPO-006|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. CODO 45 M/H C RADIO 500|Servicio|REPO-007|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. CODO 45 M/H RADIO 1000 R1004581|Servicio|REPO-008|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. CODO 90 M/H  RADIO500|Servicio|REPO-009|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. CODO 90 M/H RADIO 1 M 10214938|Servicio|REPO-010|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. CODO 90 M/H REF.10004588|Servicio|REPO-011|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. CODO 95 M/H RADIO 500MM 10214936|Servicio|REPO-012|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. CON. CODOS GRANDES|Servicio|REPO-013|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. CONCRETO GUILLOTINA|Servicio|REPO-014|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. CONTROL DE EMERGENCIA|Servicio|REPO-015|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. CONTROL DE MANO|Servicio|REPO-016|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. CONVERTIDOR H/PL|Servicio|REPO-017|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. DIVERTER C F / P 04|Servicio|REPO-018|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. EMPAQUE C TUBO AUTOBOMBA 10002526|Servicio|REPO-019|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. EMPAQUE DN 125 100006251|Servicio|REPO-020|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. EMPAQUE DN PLANO|Servicio|REPO-021|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. JUNTA C 150/125 010006251|Servicio|REPO-022|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. MANGUERA FINAL DN 125MM|Servicio|REPO-023|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. MANGUERA FINAL HEMBRA|Servicio|REPO-024|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. MANGUERA FINAL HEMBRA C 6M 10131017|Servicio|REPO-025|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. TUBO CONVERTIDOR C HEMBRA / PLANO 10004492|Servicio|REPO-026|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. TUBO CONVERTIDOR C MACHO / PLANO 10004493|Servicio|REPO-027|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. TUBO MACHO/HEMBRA C 1M 1004520|Servicio|REPO-028|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. TUBO MACHO/HEMBRA C 2M 100|Servicio|REPO-029|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. TUBO MACHO/HEMBRA C 3M 10004289|Servicio|REPO-030|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. TUBO MACHO/HEMBRA DN 125MM X 1 MTR 10004520|Servicio|REPO-031|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.PZ. DIVERTER C F /P 04|Servicio|REPO-032|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BARRAS|Servicio|REPO-033|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. ABRAZADERA /ACOPLE125|Servicio|REPO-034|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. CODO 15 GRADOS 125X500|Servicio|REPO-035|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. CODO 30 GRADOS 125X500|Servicio|REPO-036|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. CODO 45 GRADOS 125X500|Servicio|REPO-037|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. CODO 70 GRADOS 125X500|Servicio|REPO-038|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. CODO 90 GRADOS 125X1000|Servicio|REPO-039|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. CODO 90 GRADOS 125X350|Servicio|REPO-040|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. CODO 90 GRADOS 125X500|Servicio|REPO-041|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. CODO EN TUBO BOMBA CONCRETO|Servicio|REPO-042|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. MANGUERA|Servicio|REPO-043|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. MANGUERA 125C3000|Servicio|REPO-044|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. MANGUERA 125X6000|Servicio|REPO-045|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. O-RING PARA ABRAZADERA|Servicio|REPO-046|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. PISTOLA|Servicio|REPO-047|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. SEMICODO DE 30|Servicio|REPO-048|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. SEMICODO DE 45|Servicio|REPO-049|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. SEMICODO DE 90|Servicio|REPO-050|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. TUBO CONICO DE180 A 125|Servicio|REPO-051|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. TUBO RECTO 125X1000|Servicio|REPO-052|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. TUBO RECTO 125X3000|Servicio|REPO-053|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BC.ZL. TUBO RECTO125X2000|Servicio|REPO-054|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. RODILLO COMPACTADOR DD14|Servicio|REPO-055|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. RODILLO COMPACTADOR DD24|Servicio|REPO-056|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. COMPRESOR|Servicio|REPO-057|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BOTELLA LUBRICACION COMPRESOR|Servicio|REPO-058|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. MANGUERA COMPRESOR|Servicio|REPO-059|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. PALA PARA COMPRESOR|Servicio|REPO-060|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. PUNTA PARA MARTILLO|Servicio|REPO-061|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CONCRETADORA HIDRAULICA|Servicio|REPO-062|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. MOTOR ELECTRICO 15HP|Servicio|REPO-063|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. PLANTA DOSIFICADORA|Servicio|REPO-064|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. IMPRESORA PLANTA DOSIFICADORA|Servicio|REPO-065|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. DUMPER|Servicio|REPO-066|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. MINICARGADOR BOBCAT|Servicio|REPO-067|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. MINICARGADOR NEWHOLLAND|Servicio|REPO-068|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. MINIRETROEXCAVADORA|Servicio|REPO-069|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. MINIEXCAVADORA|Servicio|REPO-070|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BALDE PARA RETROEXCAVADORA|Servicio|REPO-170|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. RETROCARGADOR|Servicio|REPO-071|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. MONTACARGA|Servicio|REPO-072|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. PLANTA GENER.ENERGIA|Servicio|REPO-073|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. TABLERO ELECTRICO PARA PLANTAS|Servicio|REPO-074|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. LLAVE SUICHE|Servicio|REPO-075|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. PULMON COMPRESOR|Servicio|REPO-076|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. TORRE DE ILUMINACION|Servicio|REPO-077|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CUNA HIDRAULICA|Servicio|REPO-078|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. UNIDAD DE POTENCIA PARTIDOR HIDRAULICO|Servicio|REPO-079|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M ABRAZADERA DALMINE EMPALME 48MM|Servicio|REPO-080|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M ACOPLE PARA BARANDA|Servicio|REPO-081|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M ACOPLE PARA BARANDA INTERNA|Servicio|REPO-082|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M ACOPLE PLATAFORMA 80 CM|Servicio|REPO-083|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M AJUSTE MEDIO 0.24 X 0.25|Servicio|REPO-084|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M AJUSTE MEDIO 59 X 26|Servicio|REPO-085|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M BARANDA DIAGONAL DE 1.40  M|Servicio|REPO-086|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M BARANDA INTERNA|Servicio|REPO-087|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M BARANDA PARA ESCALERA 1.34M|Servicio|REPO-088|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M BASE COLLAR|Servicio|REPO-089|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M DIAGONAL 0.7M/2M ALTURA GALVANI|Servicio|REPO-090|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M DIAGONAL 1.4M/2M ALTURA GALVANI|Servicio|REPO-091|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M DIAGONAL 2.10M/2M GALVANIZADO|Servicio|REPO-092|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M DIAGONAL 3M/2M ALTURA GALVANIZA|Servicio|REPO-093|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M DIAGONAL CORTA 1.91M|Servicio|REPO-094|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M DIAGONAL LARGA 3.27M|Servicio|REPO-095|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M ESCALERA 1.40X0.59M GALVANIZADA|Servicio|REPO-096|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M ESCALERA 1.40X0.59M GALVANIZADA BIPARTI|Servicio|REPO-097|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M ESCALERA DE ACCESO|Servicio|REPO-098|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M ESCALERA VERTICAL DE 2.0 MTS|Servicio|REPO-099|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M ESCALERA VERTICAL DE 2.8 MTS GALVANIZ|Servicio|REPO-100|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M ESPIGO VERTICAL|Servicio|REPO-101|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M GANCHO HORIZONTAL|Servicio|REPO-102|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M HERRAMIENTA PARA BARANDA|Servicio|REPO-103|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M HORIZONTAL 0.7M GALVANIZADA|Servicio|REPO-104|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M HORIZONTAL 1.40M GALVANIZADA|Servicio|REPO-105|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M HORIZONTAL 1.40M REFORZADA GALVAN|Servicio|REPO-106|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M HORIZONTAL 2.10 M GALVANIZADO|Servicio|REPO-107|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M HORIZONTAL 2.3M GALVANIZADA|Servicio|REPO-108|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M HORIZONTAL 3M GALVANIZADA|Servicio|REPO-109|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M HORIZONTAL 3M REFORZADAS|Servicio|REPO-110|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M HORIZONTAL DE RETAQUE|Servicio|REPO-111|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M MELLIZA|Servicio|REPO-112|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M MENSULA|Servicio|REPO-113|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M MENSULA PARA POLEA|Servicio|REPO-114|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PARAL 0.5M CON ESPIGO|Servicio|REPO-115|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PARAL 0.5M SIN ESPIGO|Servicio|REPO-116|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PARAL 1.5M CON ESPIGO GALVANIZADO|Servicio|REPO-117|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PARAL 1.5M SIN ESPIGO|Servicio|REPO-118|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PARAL 1M CON ESPIGO|Servicio|REPO-119|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PARAL 1M SIN ESPIGO GALVANIZADO|Servicio|REPO-120|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PARAL 2M CON ESPIGO GALVANIZADO|Servicio|REPO-121|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PARAL 2M SIN ESPIGO GALVANIZADO|Servicio|REPO-122|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PASADOR DE SEGURIDAD|Servicio|REPO-123|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PIVOTE PARA BARANDA|Servicio|REPO-124|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PIVOTE PARA PARAL HIBRIDO|Servicio|REPO-125|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 0.7 X 0.6 GALVANIZADA|Servicio|REPO-126|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 1.34 X 0.24|Servicio|REPO-127|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 1.34 X 0.25|Servicio|REPO-128|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 1.34 X 30|Servicio|REPO-129|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 1.38 X 0.30 GALVANIZADO|Servicio|REPO-130|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 1.40 (3X0.30M)|Servicio|REPO-131|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 1.40 (3X0.30M) ESCOTILLA|Servicio|REPO-132|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 1.40 X 0.59 CON ESCOTILLA|Servicio|REPO-133|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 1.40 X 0.59 SIN ESCOTILLA|Servicio|REPO-134|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 3X0.21M GALVANIZADO|Servicio|REPO-135|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 3X0.24M GALVANIZADO|Servicio|REPO-136|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 3X0.30M GALVANIZADO|Servicio|REPO-137|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 3X0.59M ESCOTILLA GALVANI|Servicio|REPO-138|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA 3X0.59M GALVANIZADO|Servicio|REPO-139|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PLATAFORMA AND. TIJERA|Servicio|REPO-140|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M POLEA|Servicio|REPO-141|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PUERTA ABATIBLE|Servicio|REPO-142|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M PUERTA ABATIBLE 0.7 M|Servicio|REPO-143|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M RODAPIE DE 1.20 / 1.50M|Servicio|REPO-144|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M RODAPIE DE 1.50 / 1.50M|Servicio|REPO-145|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
"REPO. A.M RUEDA ANDAMIO DE 10"""|Servicio|REPO-146|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M RUEDA GIRATORIA|Servicio|REPO-147|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M RUEDA PARA ANDAMIO CON TORNILLO NIVELADOR|Servicio|REPO-148|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M TORNILLO CHAP.|Servicio|REPO-149|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M TORNILLO NIVELADOR BASE PLANA|Servicio|REPO-150|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M TORNILLO NIVELADOR CERCHA|Servicio|REPO-151|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M TORNILLO NIVELADOR EN U 0.60|Servicio|REPO-152|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. A.M UNION BARANDAS|Servicio|REPO-153|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. ABRAZADERA DALMINE US&E-GIRATORIA|Servicio|REPO-154|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. ABRAZADERA FIJA DALMINE|Servicio|REPO-155|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. ABRAZADERA FIJA MALACATE|Servicio|REPO-156|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. ABRAZADERA GIRATORIA DALMINE|Servicio|REPO-157|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. ABRAZADERA GIRATORIA MALACATE|Servicio|REPO-158|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. ABRAZADERAS|Servicio|REPO-159|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. ALLANADORA|Servicio|REPO-160|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. PALANCA SOPORTE ALLANADORA|Servicio|REPO-161|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. ALMADANA|Servicio|REPO-162|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA BASE|Servicio|REPO-163|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA BASE HEMBRA|Servicio|REPO-164|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA BASE MACHO|Servicio|REPO-165|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA DIAGONALES|Servicio|REPO-166|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA HIBRIDOS|Servicio|REPO-167|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA RIOSTRA INFERIOR|Servicio|REPO-168|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA RIOSTRA SUPERIOR|Servicio|REPO-169|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA TELA 1.50 X 0.35|Servicio|REPO-170|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA TELA 1.50 X 0.50|Servicio|REPO-171|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
